Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Patrick Patterson,PF,22,HOU,64,1,23.2,3.5,8.0,0.44,0.0,0.0,0.0,3.5,7.9,0.44299999999999995,0.44,0.6,0.9,0.7020000000000001,1.8,2.7,4.5,0.8,0.4,0.6,0.8,1.8,7.7
Chris Paul,PG,26,LAC,60,60,36.4,7.1,14.8,0.478,1.3,3.6,0.371,5.8,11.3,0.511,0.522,4.3,5.0,0.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8
Sasha Pavlović,SF,28,BOS,45,7,11.7,1.1,2.8,0.391,0.4,1.3,0.293,0.7,1.6,0.47100000000000003,0.457,0.1,0.2,0.375,0.1,1.5,1.6,0.4,0.4,0.3,0.4,1.2,2.7
Nikola Peković,C,26,MIN,47,35,26.9,5.4,9.7,0.564,0.0,0.0,0.0,5.4,9.7,0.564,0.564,3.0,4.0,0.743,3.9,3.5,7.4,0.7,0.6,0.7,1.9,2.1,13.9
Kendrick Perkins,C,27,OKC,65,65,26.8,2.0,4.0,0.489,0.0,0.0,0.0,2.0,4.0,0.489,0.489,1.1,1.7,0.652,1.8,4.7,6.6,1.2,0.4,1.1,1.8,2.9,5.1
Johan Petro,C,26,NJN,59,10,15.6,1.8,4.4,0.419,0.0,0.0,1.0,1.8,4.4,0.41700000000000004,0.42100000000000004,0.5,0.6,0.838,1.2,2.6,3.8,0.8,0.4,0.4,0.6,2.1,4.2
Paul Pierce,SF,34,BOS,61,61,34.0,6.5,14.6,0.44299999999999995,1.6,4.5,0.366,4.8,10.1,0.47600000000000003,0.499,4.8,5.6,0.852,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,19.4
Mickaël Piétrus,SG,29,BOS,42,6,21.9,2.5,6.4,0.385,1.5,4.3,0.335,1.0,2.1,0.489,0.498,0.5,0.7,0.645,0.4,2.7,3.1,0.6,0.5,0.2,0.8,1.9,6.9
Dexter Pittman,C,23,MIA,35,6,8.6,1.3,2.7,0.46799999999999997,0.0,0.0,0.0,1.3,2.7,0.46799999999999997,0.46799999999999997,0.5,0.8,0.643,0.8,1.3,2.0,0.3,0.2,0.2,0.5,2.1,3.0
Quincy Pondexter,SF,23,MEM,64,8,15.7,1.7,3.7,0.452,0.3,1.1,0.301,1.3,2.6,0.518,0.498,0.5,0.8,0.623,0.9,1.1,2.0,0.4,0.4,0.1,0.5,1.4,4.2
A.J. Price,PG,25,IND,44,1,12.9,1.3,4.0,0.33899999999999997,0.6,2.0,0.295,0.8,2.0,0.384,0.414,0.6,0.8,0.8,0.3,1.1,1.4,2.0,0.5,0.0,0.7,0.7,3.9
Ronnie Price,PG,28,PHO,36,8,14.4,1.4,3.6,0.377,0.4,1.2,0.295,1.0,2.4,0.419,0.42700000000000005,0.6,0.7,0.8,0.5,1.1,1.6,1.9,0.9,0.1,1.3,2.0,3.6
Tayshaun Prince,SF,31,DET,63,63,33.1,5.3,12.7,0.42100000000000004,0.6,1.7,0.35600000000000004,4.7,11.0,0.431,0.444,1.4,1.8,0.774,1.1,3.3,4.5,2.4,0.4,0.5,1.2,1.2,12.7
Joel Przybilla,C,32,POR,27,19,16.6,0.8,1.8,0.45799999999999996,0.0,0.0,0.0,0.8,1.8,0.45799999999999996,0.45799999999999996,0.4,0.7,0.611,1.1,4.0,5.1,0.2,0.1,0.6,0.8,2.4,2.0
Vladimir Radmanović,SF,31,ATL,49,3,15.4,1.5,4.0,0.376,1.0,2.8,0.37,0.5,1.3,0.387,0.503,0.4,0.6,0.759,0.7,2.2,2.9,1.1,0.4,0.3,0.7,1.3,4.5
Anthony Randolph,PF,22,MIN,34,5,15.2,2.8,5.9,0.47,0.0,0.0,0.0,2.8,5.9,0.47200000000000003,0.47,1.9,2.5,0.762,1.2,2.4,3.6,0.6,0.4,1.0,1.2,1.6,7.4
Zach Randolph,PF,30,MEM,28,8,26.3,4.7,10.2,0.46299999999999997,0.1,0.3,0.25,4.6,9.9,0.469,0.467,2.1,3.1,0.659,2.8,5.3,8.0,1.7,0.8,0.1,1.4,2.0,11.6
Michael Redd,SG,32,PHO,51,2,15.1,2.8,7.1,0.4,0.8,2.6,0.318,2.0,4.5,0.447,0.45799999999999996,1.7,2.2,0.7929999999999999,0.3,1.2,1.5,0.6,0.3,0.0,0.7,0.6,8.2
J.J. Redick,SG,27,ORL,65,22,27.2,3.8,9.0,0.425,1.7,4.1,0.418,2.1,4.9,0.43,0.521,2.2,2.4,0.9109999999999999,0.3,2.0,2.3,2.5,0.4,0.1,1.0,1.4,11.6
Ryan Reid,PF,25,OKC,5,0,3.4,0.8,1.0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.2,1.6
Jason Richardson,SG,31,ORL,54,54,29.5,4.5,11.0,0.408,1.9,5.1,0.368,2.6,5.9,0.442,0.493,0.8,1.3,0.594,0.7,2.9,3.6,2.0,1.0,0.4,1.1,1.7,11.6
Quentin Richardson,SF,31,ORL,48,3,18.0,1.5,4.1,0.376,0.9,2.5,0.34700000000000003,0.7,1.6,0.42100000000000004,0.48200000000000004,0.5,0.6,0.833,0.3,2.3,2.6,0.8,0.6,0.1,0.6,1.5,4.5
Luke Ridnour,SG,30,MIN,53,53,33.0,4.6,10.4,0.44,0.9,2.9,0.322,3.6,7.5,0.485,0.485,2.0,2.2,0.8909999999999999,0.4,2.3,2.7,4.8,1.1,0.3,1.8,2.6,12.1
Nate Robinson,PG,27,GSW,51,9,23.4,4.0,9.5,0.424,1.3,3.5,0.365,2.7,5.9,0.45899999999999996,0.49200000000000005,1.8,2.2,0.8320000000000001,0.3,1.7,2.0,4.5,1.2,0.0,1.5,2.3,11.2
Rajon Rondo,PG,25,BOS,53,53,36.9,4.8,10.8,0.44799999999999995,0.2,0.8,0.23800000000000002,4.6,10.0,0.46399999999999997,0.456,2.0,3.4,0.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9
Derrick Rose,PG,23,CHI,39,39,35.3,7.7,17.8,0.435,1.4,4.4,0.312,6.4,13.4,0.475,0.473,5.0,6.1,0.812,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3,21.8
Ricky Rubio,PG,21,MIN,41,31,34.2,3.4,9.5,0.35700000000000004,0.8,2.3,0.34,2.6,7.2,0.363,0.39799999999999996,3.1,3.8,0.8029999999999999,0.5,3.7,4.2,8.2,2.2,0.2,3.2,2.4,10.6
Brandon Rush,SF,26,GSW,65,1,26.4,3.6,7.2,0.501,1.5,3.4,0.452,2.1,3.8,0.544,0.607,1.0,1.3,0.7929999999999999,0.5,3.4,3.9,1.4,0.5,0.9,1.0,1.0,9.8
Walker Russell,PG,29,DET,28,0,12.8,1.2,3.4,0.34700000000000003,0.1,0.5,0.308,1.0,2.9,0.354,0.368,0.5,0.8,0.636,0.3,0.7,0.9,2.1,0.6,0.0,1.2,1.0,3.0
John Salmons,SF,32,SAC,46,32,27.2,3.1,7.5,0.409,0.7,2.4,0.295,2.3,5.1,0.46399999999999997,0.457,0.6,1.0,0.644,0.4,2.5,2.9,2.0,0.8,0.2,1.0,1.7,7.5
Samardo Samuels,C,23,CLE,54,0,15.3,1.9,4.3,0.455,0.0,0.0,0.0,1.9,4.3,0.455,0.455,1.5,2.2,0.701,1.2,2.2,3.3,0.4,0.4,0.4,1.0,2.1,5.4
Larry Sanders,PF,23,MIL,52,0,12.4,1.6,3.5,0.457,0.0,0.0,0.0,1.6,3.5,0.462,0.457,0.3,0.7,0.474,1.2,1.9,3.1,0.6,0.6,1.5,0.8,2.6,3.6
Brian Scalabrine,PF,33,CHI,28,0,4.4,0.5,1.1,0.467,0.0,0.3,0.14300000000000002,0.5,0.8,0.565,0.483,0.1,0.2,0.5,0.3,0.5,0.8,0.5,0.2,0.2,0.3,0.3,1.1
Luis Scola,PF,31,HOU,66,66,31.3,6.6,13.5,0.491,0.0,0.0,0.0,6.6,13.4,0.493,0.491,2.3,3.0,0.773,1.8,4.6,6.5,2.1,0.5,0.4,2.3,3.2,15.5
Thabo Sefolosha,SG,27,OKC,42,42,21.8,1.6,3.7,0.43200000000000005,0.7,1.7,0.43700000000000006,0.9,2.0,0.429,0.532,0.9,1.0,0.884,0.5,2.5,3.0,1.1,0.9,0.4,1.0,1.9,4.8
Josh Selby,PG,20,MEM,28,0,8.5,0.9,2.6,0.34700000000000003,0.1,0.5,0.133,0.8,2.0,0.40399999999999997,0.361,0.4,0.5,0.7859999999999999,0.1,0.5,0.5,1.1,0.3,0.0,1.0,0.6,2.3
Kevin Séraphin,C,22,WAS,57,21,20.6,3.6,6.7,0.531,0.0,0.0,0.0,3.6,6.7,0.5329999999999999,0.531,0.8,1.2,0.6709999999999999,1.8,3.1,4.9,0.6,0.3,1.3,1.2,2.3,7.9
Ramon Sessions,PG,25,TOT,64,23,26.7,3.8,8.8,0.428,0.7,1.5,0.44299999999999995,3.1,7.3,0.425,0.466,3.0,3.9,0.782,0.5,2.8,3.3,5.5,0.7,0.0,2.2,1.6,11.3
Iman Shumpert,PG,21,NYK,59,35,28.9,3.6,9.1,0.401,0.8,2.7,0.306,2.8,6.4,0.44,0.446,1.5,1.8,0.7979999999999999,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5
Xavier Silas,SG,24,PHI,2,0,19.5,2.0,7.5,0.267,0.5,3.0,0.16699999999999998,1.5,4.5,0.33299999999999996,0.3,1.0,1.5,0.667,1.0,1.0,2.0,1.5,0.0,0.0,1.5,2.5,5.5
Bobby Simmons,SF,31,LAC,28,0,14.9,1.0,3.2,0.311,0.7,2.1,0.33299999999999996,0.3,1.1,0.267,0.42200000000000004,0.1,0.3,0.5710000000000001,0.6,1.4,2.0,0.4,0.5,0.1,0.4,1.5,2.9
Chris Singleton,SF,22,WAS,66,51,21.7,1.8,4.7,0.37200000000000005,0.7,1.9,0.34600000000000003,1.1,2.8,0.389,0.442,0.5,0.7,0.682,0.7,2.9,3.5,0.7,1.1,0.5,0.6,2.7,4.6
James Singleton,PF,30,WAS,12,0,21.8,3.4,6.3,0.547,0.2,0.8,0.222,3.3,5.5,0.591,0.56,1.2,1.3,0.9329999999999999,2.1,4.7,6.8,1.3,0.8,0.7,0.8,2.3,8.2
Brian Skinner,C,35,MEM,1,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Donald Sloan,PG,24,TOT,33,11,20.3,2.4,6.0,0.39899999999999997,0.1,0.8,0.08,2.3,5.2,0.445,0.40399999999999997,0.7,0.9,0.767,0.5,1.5,2.0,3.2,0.4,0.1,1.5,1.1,5.5
Craig Smith,PF,28,POR,47,0,9.9,1.3,2.5,0.504,0.0,0.0,0.0,1.3,2.5,0.509,0.504,0.8,1.1,0.7170000000000001,0.7,1.6,2.3,0.4,0.3,0.1,0.5,1.2,3.3
Greg Smith,C,21,HOU,8,0,8.6,0.9,1.4,0.636,0.0,0.0,0.0,0.9,1.4,0.636,0.636,0.0,0.0,0.0,0.6,1.9,2.5,0.1,0.3,0.6,0.1,2.1,1.8
Ish Smith,PG,23,TOT,26,1,9.0,1.2,3.1,0.38299999999999995,0.1,0.3,0.33299999999999996,1.1,2.8,0.389,0.401,0.3,0.4,0.7,0.3,1.1,1.3,1.6,0.6,0.1,0.5,0.6,2.8
J.R. Smith,SG,26,NYK,35,1,27.6,4.7,11.6,0.40700000000000003,1.9,5.5,0.34700000000000003,2.8,6.1,0.462,0.49,1.1,1.6,0.7090000000000001,0.8,3.1,3.9,2.4,1.5,0.2,1.3,2.5,12.5
Jason Smith,PF,25,NOH,40,29,23.7,4.5,8.7,0.52,0.0,0.2,0.111,4.5,8.5,0.531,0.522,0.8,1.2,0.7020000000000001,1.8,3.1,4.9,0.9,0.5,1.0,1.0,2.6,9.9
Jerry Smith,PG,24,NJN,5,0,9.2,0.6,2.8,0.214,0.2,1.2,0.16699999999999998,0.4,1.6,0.25,0.25,0.0,0.0,0.0,0.4,1.0,1.4,0.8,1.0,0.0,0.0,1.0,1.4
Josh Smith,PF,26,ATL,66,66,35.3,7.6,16.7,0.45799999999999996,0.4,1.7,0.257,7.2,15.0,0.48,0.47,3.1,4.9,0.63,2.1,7.5,9.6,3.9,1.4,1.7,2.5,2.6,18.8
Nolan Smith,PG,23,POR,44,4,12.3,1.5,4.1,0.37200000000000005,0.3,1.0,0.289,1.2,3.1,0.4,0.408,0.5,0.6,0.7140000000000001,0.4,0.9,1.3,1.4,0.4,0.1,1.0,1.3,3.8
Marreese Speights,PF,24,MEM,60,54,22.4,3.7,8.1,0.45299999999999996,0.0,0.1,0.0,3.7,8.1,0.456,0.45299999999999996,1.4,1.8,0.7709999999999999,2.2,4.0,6.2,0.8,0.4,0.5,1.2,2.5,8.8
Tiago Splitter,C,27,SAS,59,2,19.0,3.6,5.8,0.618,0.0,0.0,0.0,3.6,5.8,0.618,0.618,2.1,3.1,0.691,1.6,3.6,5.2,1.1,0.4,0.8,1.5,2.3,9.3
Jerry Stackhouse,SF,37,ATL,30,0,9.1,1.2,3.3,0.37,0.4,1.3,0.342,0.8,2.1,0.387,0.435,0.7,0.8,0.9129999999999999,0.2,0.6,0.8,0.5,0.3,0.1,0.4,0.4,3.6
Lance Stephenson,SG,21,IND,42,1,10.5,1.1,3.0,0.376,0.1,0.7,0.133,1.0,2.3,0.45299999999999996,0.392,0.2,0.4,0.47100000000000003,0.3,1.0,1.3,1.1,0.5,0.1,0.9,0.7,2.5
DeShawn Stevenson,SF,30,NJN,51,30,18.8,1.0,3.4,0.285,0.8,2.8,0.28300000000000003,0.2,0.5,0.29600000000000004,0.40399999999999997,0.2,0.3,0.563,0.1,1.8,2.0,0.8,0.4,0.1,0.4,1.2,2.9
Greg Stiemsma,C,26,BOS,55,3,13.9,1.2,2.2,0.545,0.0,0.0,0.0,1.2,2.2,0.545,0.545,0.5,0.7,0.7070000000000001,0.9,2.3,3.2,0.5,0.7,1.5,0.6,2.6,2.9
Julyan Stone,SG,23,DEN,22,2,8.1,0.6,1.4,0.419,0.1,0.5,0.182,0.5,0.9,0.55,0.452,0.4,0.5,0.727,0.2,0.9,1.1,1.7,0.4,0.3,0.5,0.8,1.6
Amar'e Stoudemire,PF,29,NYK,47,47,32.8,6.7,13.9,0.483,0.1,0.4,0.23800000000000002,6.6,13.5,0.491,0.48700000000000004,4.0,5.2,0.765,2.3,5.6,7.8,1.1,0.8,1.0,2.4,2.9,17.5
Rodney Stuckey,SG,25,DET,55,48,29.9,4.7,10.9,0.429,0.6,1.9,0.317,4.1,9.0,0.452,0.456,4.9,5.8,0.8340000000000001,0.7,1.9,2.6,3.8,0.8,0.2,1.9,2.3,14.8
DaJuan Summers,SF,24,NOH,15,6,13.9,1.9,4.3,0.431,0.3,1.1,0.313,1.5,3.3,0.469,0.469,0.5,0.6,0.778,0.5,1.0,1.5,0.7,0.5,0.0,0.5,2.1,4.5
Jeff Teague,PG,23,ATL,66,66,33.1,4.8,10.2,0.47600000000000003,0.8,2.3,0.342,4.1,7.9,0.514,0.514,2.1,2.8,0.757,0.3,2.1,2.4,4.9,1.6,0.6,2.0,2.2,12.6
Sebastian Telfair,PG,26,PHO,60,1,14.9,2.4,5.7,0.41200000000000003,0.6,1.8,0.314,1.8,4.0,0.456,0.461,0.9,1.1,0.7909999999999999,0.3,1.2,1.5,2.3,0.7,0.2,1.1,2.0,6.1
Jason Terry,SG,34,DAL,63,1,31.7,5.7,13.2,0.43,2.2,5.8,0.37799999999999995,3.5,7.4,0.47100000000000003,0.513,1.6,1.8,0.883,0.3,2.1,2.4,3.6,1.2,0.2,2.0,1.1,15.1
Hasheem Thabeet,C,24,TOT,20,3,7.0,0.6,1.1,0.524,0.0,0.0,0.0,0.6,1.1,0.524,0.524,0.7,1.0,0.65,0.8,1.3,2.1,0.0,0.1,0.5,0.4,1.0,1.8
Isaiah Thomas,PG,22,SAC,65,37,25.5,3.9,8.8,0.44799999999999995,1.3,3.4,0.379,2.7,5.4,0.491,0.521,2.4,2.8,0.8320000000000001,0.7,1.8,2.6,4.1,0.8,0.1,1.6,1.9,11.5
Kurt Thomas,C,39,POR,53,3,15.2,1.4,3.0,0.465,0.0,0.0,0.0,1.4,3.0,0.465,0.465,0.3,0.4,0.7,0.7,2.8,3.5,0.9,0.5,0.6,0.6,2.3,3.0
Lance Thomas,PF,23,NOH,42,10,15.0,1.4,3.0,0.452,0.0,0.0,0.0,1.4,3.0,0.456,0.452,1.2,1.5,0.8390000000000001,1.2,1.8,3.0,0.3,0.2,0.2,0.6,1.9,4.0
Malcolm Thomas,PF,23,SAS,3,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.7,0.5,0.3,0.7,1.0,0.3,0.3,0.3,0.0,0.0,0.3
Tyrus Thomas,PF,25,CHA,54,30,18.8,2.2,6.1,0.36700000000000005,0.0,0.1,0.33299999999999996,2.2,6.0,0.36700000000000005,0.369,1.2,1.5,0.759,0.9,2.8,3.7,0.6,0.7,1.1,1.0,2.7,5.6
Trey Thompkins,C,21,LAC,24,0,5.0,1.0,2.5,0.39299999999999996,0.2,0.5,0.308,0.8,2.0,0.41700000000000004,0.426,0.2,0.3,0.7140000000000001,0.2,0.8,1.0,0.1,0.1,0.1,0.3,0.4,2.4
Jason Thompson,PF,25,SAC,64,47,25.9,3.7,6.9,0.535,0.0,0.0,0.0,3.7,6.9,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,1.1,2.3,9.1
Klay Thompson,SG,21,GSW,66,29,24.4,4.8,10.9,0.44299999999999995,1.7,4.1,0.414,3.1,6.8,0.46,0.52,1.2,1.4,0.868,0.4,2.1,2.4,2.0,0.7,0.3,1.6,2.3,12.5
Mychel Thompson,SG,23,CLE,5,3,19.0,1.4,4.8,0.292,0.8,2.2,0.364,0.6,2.6,0.231,0.375,0.0,0.0,0.0,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
Tristan Thompson,PF,20,CLE,60,25,23.7,3.2,7.4,0.439,0.0,0.0,0.0,3.2,7.3,0.441,0.439,1.8,3.2,0.552,3.1,3.4,6.5,0.5,0.5,1.0,1.4,2.2,8.2
Marcus Thornton,SG,24,SAC,51,51,34.9,6.9,15.7,0.43799999999999994,2.1,6.1,0.345,4.8,9.7,0.49700000000000005,0.505,2.8,3.2,0.865,1.6,2.0,3.7,1.9,1.4,0.2,1.6,2.2,18.7
Jamaal Tinsley,PG,33,UTA,37,1,13.7,1.5,3.8,0.40399999999999997,0.3,1.0,0.27,1.3,2.8,0.452,0.44,0.4,0.5,0.765,0.2,1.1,1.2,3.3,0.5,0.2,1.4,1.3,3.7
Anthony Tolliver,SF,26,MIN,51,0,17.3,1.4,3.6,0.39,0.5,2.0,0.248,0.9,1.6,0.568,0.45899999999999996,0.8,1.1,0.745,1.0,2.0,3.0,0.4,0.4,0.4,0.7,1.7,4.1
Ronny Turiaf,C,29,TOT,17,5,16.4,1.1,1.9,0.5760000000000001,0.0,0.1,0.0,1.1,1.9,0.594,0.5760000000000001,0.8,1.3,0.591,1.2,2.9,4.1,0.6,0.8,1.0,0.8,2.3,3.0
Hedo Türkoğlu,SF,32,ORL,53,53,31.2,3.9,9.5,0.415,1.7,4.9,0.353,2.2,4.6,0.48,0.505,1.3,1.8,0.705,0.5,3.3,3.8,4.4,0.8,0.3,2.7,2.6,10.9
Evan Turner,SF,23,PHI,65,20,26.4,4.0,9.1,0.446,0.2,0.8,0.22399999999999998,3.9,8.3,0.466,0.455,1.1,1.7,0.6759999999999999,0.4,5.4,5.8,2.8,0.6,0.3,1.6,1.8,9.4
Jeremy Tyler,C,20,GSW,42,23,13.5,2.1,5.0,0.42100000000000004,0.0,0.0,0.0,2.1,5.0,0.423,0.42100000000000004,0.7,1.2,0.5579999999999999,1.3,2.0,3.3,0.4,0.4,0.5,0.9,2.0,4.9
Edwin Ubiles,SF,25,WAS,4,0,13.0,1.3,4.5,0.278,0.3,1.3,0.2,1.0,3.3,0.308,0.306,0.8,0.8,1.0,0.5,2.0,2.5,0.3,0.3,0.3,0.3,0.3,3.5
Ekpe Udoh,C,24,TOT,61,11,21.1,2.1,4.8,0.431,0.0,0.0,0.0,2.1,4.8,0.433,0.431,1.4,1.9,0.754,1.6,2.5,4.2,0.9,0.7,1.7,0.9,2.9,5.6
Beno Udrih,SG,29,MIL,59,0,18.3,2.5,5.6,0.44,0.3,1.0,0.28800000000000003,2.2,4.6,0.473,0.465,0.7,0.9,0.7090000000000001,0.4,1.3,1.7,3.8,0.6,0.0,1.3,1.2,5.9
Ben Uzoh,PG,23,TOT,18,8,20.6,1.9,5.5,0.354,0.0,0.1,0.0,1.9,5.4,0.35700000000000004,0.354,0.6,1.1,0.579,1.1,2.7,3.7,3.4,0.9,0.2,1.1,1.7,4.5
Anderson Varejão,C,29,CLE,25,25,31.4,4.6,8.9,0.514,0.0,0.2,0.0,4.6,8.7,0.523,0.514,1.7,2.6,0.672,4.4,7.1,11.5,1.7,1.4,0.7,1.8,2.5,10.8
Greivis Vásquez,SG,25,NOH,66,26,25.8,3.4,7.9,0.43,0.7,2.0,0.319,2.8,5.9,0.469,0.47100000000000003,1.5,1.8,0.821,0.3,2.3,2.6,5.4,0.9,0.1,2.2,1.9,8.9
Jan Veselý,PF,21,WAS,57,20,18.9,2.1,3.8,0.537,0.0,0.0,0.0,2.1,3.8,0.539,0.537,0.6,1.1,0.532,1.8,2.6,4.4,0.8,0.7,0.6,1.1,2.7,4.7
Charlie Villanueva,PF,27,DET,13,0,13.8,2.7,7.0,0.385,1.2,3.5,0.33299999999999996,1.5,3.5,0.435,0.467,0.5,0.5,0.857,0.7,3.0,3.7,0.5,0.5,0.4,0.5,1.9,7.0
Nikola Vučević,C,21,PHI,51,15,15.9,2.6,5.7,0.45,0.1,0.2,0.375,2.5,5.5,0.452,0.455,0.4,0.7,0.529,1.7,3.1,4.8,0.6,0.4,0.7,0.6,2.2,5.5
Dwyane Wade,SG,30,MIA,49,49,33.2,8.5,17.1,0.49700000000000005,0.3,1.1,0.268,8.2,15.9,0.513,0.506,4.8,6.1,0.7909999999999999,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1
Von Wafer,SG,26,ORL,33,1,14.2,2.2,4.8,0.452,0.4,1.2,0.359,1.7,3.6,0.483,0.49700000000000005,1.2,1.6,0.7040000000000001,0.2,1.2,1.4,0.9,0.3,0.1,1.1,0.8,5.9
Henry Walker,SG,24,NYK,32,8,19.4,2.1,5.3,0.39799999999999996,1.1,3.5,0.319,1.0,1.8,0.552,0.503,0.5,0.6,0.85,0.3,2.2,2.5,1.2,0.6,0.2,1.1,2.6,5.9
Kemba Walker,PG,21,CHA,66,25,27.2,4.3,11.6,0.366,1.0,3.4,0.305,3.2,8.2,0.392,0.41100000000000003,2.5,3.2,0.789,0.5,3.1,3.5,4.4,0.9,0.3,1.8,1.2,12.1
John Wall,PG,21,WAS,66,66,36.2,5.7,13.5,0.423,0.0,0.6,0.071,5.7,12.9,0.44,0.424,4.8,6.1,0.789,0.7,3.8,4.5,8.0,1.4,0.9,3.9,2.1,16.3
Ben Wallace,C,37,DET,62,11,15.8,0.5,1.4,0.395,0.0,0.1,0.25,0.5,1.3,0.402,0.401,0.3,0.8,0.34,1.3,3.0,4.3,0.7,0.8,0.8,0.5,1.0,1.4
Gerald Wallace,SF,29,TOT,58,58,35.8,4.9,10.9,0.45399999999999996,0.8,2.6,0.307,4.2,8.3,0.5,0.491,3.1,3.9,0.8,1.5,5.2,6.7,2.8,1.5,0.6,1.9,2.5,13.8
Luke Walton,PF-SF,31,TOT,30,0,12.1,0.8,2.2,0.369,0.2,0.7,0.35,0.6,1.5,0.37799999999999995,0.423,0.0,0.0,0.0,0.4,1.2,1.6,1.2,0.2,0.0,0.9,1.4,1.8
Hakim Warrick,PF,29,PHO,35,0,14.4,2.1,5.1,0.41100000000000003,0.0,0.3,0.1,2.1,4.9,0.429,0.414,2.2,2.8,0.768,0.9,1.7,2.6,0.9,0.2,0.1,1.0,1.0,6.4
Darryl Watkins,C,27,NOH,5,0,19.6,1.4,2.8,0.5,0.0,0.0,0.0,1.4,2.8,0.5,0.5,1.8,3.6,0.5,1.6,3.8,5.4,0.6,1.0,0.8,1.6,2.8,4.6
C.J. Watson,PG,27,CHI,49,25,23.7,3.3,8.9,0.368,1.4,3.5,0.39299999999999996,1.9,5.4,0.35200000000000004,0.446,1.7,2.1,0.8079999999999999,0.4,1.7,2.1,4.1,0.9,0.2,2.0,2.1,9.7
Earl Watson,PG,32,UTA,50,2,20.7,1.1,3.2,0.33799999999999997,0.2,1.0,0.192,0.9,2.2,0.40700000000000003,0.369,0.6,0.9,0.674,0.6,1.8,2.4,4.3,1.1,0.4,1.7,2.1,3.0
Martell Webster,SF,25,MIN,47,26,24.3,2.4,5.8,0.423,0.8,2.3,0.33899999999999997,1.7,3.5,0.479,0.491,1.2,1.5,0.792,0.9,2.7,3.6,0.9,0.7,0.4,1.0,1.8,6.9
David West,PF,31,IND,66,66,29.2,5.3,10.8,0.48700000000000004,0.0,0.1,0.222,5.3,10.7,0.491,0.489,2.2,2.7,0.807,1.8,4.8,6.6,2.1,0.8,0.7,1.4,2.4,12.8
Delonte West,PG,28,DAL,44,33,24.1,3.8,8.2,0.461,0.6,1.7,0.355,3.2,6.5,0.489,0.499,1.4,1.6,0.8859999999999999,0.3,2.0,2.3,3.2,1.3,0.3,1.7,1.5,9.6
Russell Westbrook,PG,23,OKC,66,66,35.3,8.8,19.2,0.457,0.9,3.0,0.316,7.8,16.2,0.48200000000000004,0.48100000000000004,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6
D.J. White,PF,25,CHA,58,11,18.9,3.0,6.1,0.493,0.0,0.0,1.0,3.0,6.1,0.491,0.494,0.7,1.1,0.705,0.9,2.7,3.6,0.8,0.3,0.4,0.7,1.6,6.8
Hassan Whiteside,C,22,SAC,18,0,6.1,0.7,1.5,0.444,0.0,0.0,0.0,0.7,1.5,0.444,0.444,0.3,0.7,0.41700000000000004,0.9,1.3,2.2,0.0,0.2,0.8,0.3,0.7,1.6
Chris Wilcox,C,29,BOS,28,4,17.2,2.3,3.8,0.598,0.0,0.0,0.0,2.3,3.8,0.598,0.598,0.9,1.4,0.615,1.4,3.0,4.4,0.4,0.4,0.3,1.1,2.3,5.4
Damien Wilkins,SF,32,DET,60,2,15.4,1.3,3.2,0.39399999999999996,0.1,0.4,0.304,1.2,2.8,0.406,0.41200000000000003,0.6,0.9,0.63,0.4,1.3,1.7,0.7,0.5,0.2,0.5,1.4,3.2
Deron Williams,PG,27,NJN,55,55,36.3,7.1,17.5,0.40700000000000003,2.1,6.2,0.336,5.0,11.3,0.446,0.467,4.7,5.5,0.843,0.4,2.9,3.3,8.7,1.2,0.4,4.0,2.2,21.0
Derrick Williams,PF,20,MIN,66,15,21.5,3.1,7.5,0.41200000000000003,0.6,2.1,0.268,2.5,5.5,0.467,0.449,2.1,3.0,0.6970000000000001,1.2,3.5,4.7,0.6,0.5,0.5,1.2,1.4,8.8
Elliot Williams,SG,22,POR,24,0,6.2,1.5,3.1,0.5,0.3,1.1,0.29600000000000004,1.2,2.0,0.617,0.5539999999999999,0.3,0.8,0.33299999999999996,0.3,0.5,0.8,0.3,0.3,0.1,0.2,0.8,3.7
